"","FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"368","ATHERIX_SP.","ARTHROPODA","INSECTA","DIPTERA","ATHERICIDAE","ATHERICIDAE","atherix","NA","PREDATOR",4,8,5,"INTOLERANT",NA,NA,NA,"117"
"369","UNDETERMINED_ATHERICIDAE","ARTHROPODA","INSECTA","DIPTERA","ATHERICIDAE","ATHERICIDAE","ATHERICIDAE","NA","PREDATOR",4,NA,NA,"INTOLERANT",NA,NA,NA,"117"
"370","GLUTOPS_SP.","ARTHROPODA","INSECTA","DIPTERA","PELECORHYNCHIDAE","PELECORHYNCHIDAE","glutops","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","NEMOTELUS_SP.","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","NEMOTELINAE","nemotelus","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83,_59"
"372","STRATIOMYS_SP.","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","STRATIOMYINAE","stratiomys","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"373","ODONTOMYIA_SP.","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","STRATIOMYINAE","odontomyia","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"374","EUPARYPHUS_SP.","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","STRATIOMYINAE","euparyphus","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83,59"
"375","UNDETERMINED_STRATIOMYIDAE","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","STRATIOMYIDAE","STRATIOMYIDAE","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"376","ENDOTRIBELOS_NR._HESPERIUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","endotribelos","endotribelos_hesperium","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"49"
"377","ENDOTRIBELOS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","endotribelos","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"378","NEOZAVRELIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","neozavrelia","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","ZAVRELIELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","zavreliella","NA",NA,6,NA,NA,"FACULTATIVE",NA,NA,NA,"36"
"380","TANYTARSUS_CURTICORNIS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","tanytarsus_curticornis","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"381","TANYTARSUS_BRUNDINI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","tanytarsus_brundini","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"87"
"382","TANYTARSUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"87"
"383","TANYTARSUS_SP._O","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"36"
"384","TANYTARSUS_SP._D","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","NA",NA,6,NA,NA,NA,NA,NA,NA,NA
"385","TANYTARSUS_SP._P","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","NA",NA,6,NA,NA,NA,NA,NA,NA,NA
"386","SUBLETTEA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","sublettea","NA","FILTERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"124"
"387","STEMPELLINELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellinella","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"388","STEMPELLINELLA_SP._1","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellinella","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"389","STEMPELLINELLA_SP._2","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellinella","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"390","STEMPELLINELLA_SP._3","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellinella","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"391","STEMPELLINA_NR._BAUSEI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellina","stempellina_bausei","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"392","STEMPELLINA_NR._SUBGLABRIPENNIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellina","stempellina_subglabripennis","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"393","STEMPELLINA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellina","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"394","STEMPELLINA_SP._4","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellina","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"395","STEMPELLINA_SP._5","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stempellina","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"21"
"396","RHEOTANYTARSUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","rheotanytarsus","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"106"
"397","PARATANYTARSUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paratanytarsus","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"87"
"398","MICROPSECTRA_NR._SP._B","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","NA","FILTERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"36"
"399","MICROPSECTRA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","NA","FILTERER",7,3,1,"FACULTATIVE",NA,NA,NA,"83"
"400","CONSTEMPELLINA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","constempellina","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"124"
"401","CLADOTANYTARSUS_DAVIESI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cladotanytarsus","cladotanytarsus_daviesi","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"87"
"402","CLADOTANYTARSUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cladotanytarsus","NA","FILTERER",5,6,4,"FACULTATIVE",NA,NA,NA,"87"
"403","MICROPSECTRA/TANYTARSUS_COMPLEX","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINAE","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"36,78,87"
"404","UNDETERMINED_TANYTARSINI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINAE","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"124"
"405","PSEUDOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","pseudochironomus","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"100"
"406","PSEUDOCHIRONOMUS_SP._1","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","pseudochironomus","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"100"
"407","PSEUDOCHIRONOMUS_SP._2","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","pseudochironomus","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"100"
"408","PSEUDOCHIRONOMUS_SP._3","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","pseudochironomus","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"100"
"409","XENOCHIRONOMUS_XENOLABIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","xenochironomus","xenochironomus_xenolabis","PREDATOR",4,NA,NA,"INTOLERANT",NA,NA,NA,"88"
"410","XENOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","xenochironomus","NA","PREDATOR",4,NA,NA,"INTOLERANT",NA,NA,NA,"88"
"411","TRIBELOS_FUSCICORNE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tribelos","tribelos_fuscicorne","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"49"
"412","TRIBELOS_ATRUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tribelos","tribelos_ater","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"49"
"413","TRIBELOS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tribelos","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"49"
"414","STICTOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stictochironomus","NA","GATHERER",9,NA,NA,"TOLERANT",NA,NA,NA,"124"
"415","STENOCHIRONOMUS_POECILOPTERUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stenochironomus","stenochironomus_poecilopterus","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"15"
"416","STENOCHIRONOMUS_MACATEEI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stenochironomus","stenochironomus_macateei","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"15"
"417","STENOCHIRONOMUS_HILARIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stenochironomus","stenochironomus_hilaris","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"15"
"418","STENOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stenochironomus","NA","GATHERER",5,4,3,"FACULTATIVE",NA,NA,NA,"15"
"419","STELECHOMYIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","stelechomyia","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"124,36"
"420","SERGENTIA?_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","sergentia","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"49"
"421","SAETHERIA_TYLUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","saetheria","saetheria_tylus","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"58124"
"422","SAETHERIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","saetheria","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"58"
"423","ROBACKIA_DEMEIJEREI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","robackia","robackia_demeijerei","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"100"
"424","ROBACKIA_CLAVIGER","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","robackia","robackia_claviger","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"100"
"425","ROBACKIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","robackia","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"100"
"426","POLYPEDILUM_BERGI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_bergi","SHREDDER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"111,69"
"427","POLYPEDILUM_TRITUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_tritum","SHREDDER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"428","POLYPEDILUM_TRIGONUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_trigonum","SHREDDER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"36"
"429","POLYPEDILUM_SORDENS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_sordens","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"430","POLYPEDILUM_SIMULANS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_simulans","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"431","POLYPEDILUM_ONTARIO","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_ontario","SHREDDER",3,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"432","POLYPEDILUM_OBTUSUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_obtusum","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"433","POLYPEDILUM_LAETUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_laetum","SHREDDER",6,7,6,"FACULTATIVE",NA,NA,NA,"69"
"434","POLYPEDILUM_GRISEOPUNCTATUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_griseopunctatum","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"111"
"435","POLYPEDILUM_DIGITIFER","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_digitifer","SHREDDER",8,NA,NA,"FACULTATIVE",NA,NA,NA,"69111"
"436","POLYPEDILUM_BRASENIAE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_braseniae","GATHERER",3,NA,NA,"INTOLERANT",NA,NA,NA,NA
"437","POLYPEDILUM_AVICEPS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_aviceps","SHREDDER",4,5,7,"FACULTATIVE",NA,NA,NA,"69"
"438","POLYPEDILUM_(TRIPODURA)_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","NA","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"439","POLYPEDILUM_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","NA","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"440","POLYPEDILUM_TUBERCULUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_tuberculum","SHREDDER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"69"
"441","PHAENOPSECTRA_FLAVIPES","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","phaenopsectra","phaenopsectra_flavipes",NA,7,NA,NA,NA,NA,NA,NA,"36"
"442","PHAENOPSECTRA_DYARI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","phaenopsectra","phaenopsectra_dyari",NA,7,NA,NA,NA,NA,NA,NA,"106"
"443","PHAENOPSECTRA_DYARI?","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","phaenopsectra","phaenopsectra_dyari",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","PHAENOPSECTRA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","phaenopsectra","NA","SCRAPER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"124"
"445","PARATENDIPES_SUBEQUALIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paratendipes","paratendipes_subaequalis","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"106"
"446","PARATENDIPES_ALBIMANUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paratendipes","paratendipes_albimanus","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"106"
"447","PARATENDIPES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paratendipes","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"106"
"448","PARALAUTERBORNIELLA_NIGROHALTERALIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paralauterborniella","paralauterborniella_nigrohalterale","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"8"
"449","PARALAUTERBORNIELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paralauterborniella","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"450","PARACLADOPELMA_UNDINE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paracladopelma","paracladopelma_undine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","PARACLADOPELMA_NEREIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paracladopelma","paracladopelma_nereis","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"58"
"452","PARACLADOPELMA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paracladopelma","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"58"
"453","PARACHIRONOMUS_HIRTALATUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","parachironomus","parachironomus_hirtalatus","PREDATOR",10,NA,NA,"TOLERANT",NA,NA,NA,"106"
"454","PARACHIRONOMUS_POTAMOGETON","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","parachironomus","parachironomus_potamogeti","PREDATOR",10,NA,NA,"TOLERANT",NA,NA,NA,"106"
"455","PARACHIRONOMUS_CARINATUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","parachironomus","parachironomus_carinatus","PREDATOR",10,NA,NA,"TOLERANT",NA,NA,NA,"106"
"456","PARACHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","parachironomus","NA","PREDATOR",10,NA,NA,"TOLERANT",NA,NA,NA,"106"
"457","PAGASTIELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","pagastiella","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"458","OMISUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","omisus","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","NILOTHAUMA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","nilothauma","NA","GATHERER",6,NA,NA,"INTOLERANT",NA,NA,NA,"106"
"460","MICROTENDIPES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","microtendipes","NA","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"124"
"461","MICROCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","microchironomus","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"462","LAUTERBORNIELLA_AGRAYLOIDES","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","lauterborniella","lauterborniella_agrayloides","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"463","LAUTERBORNIELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","lauterborniella","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"464","KIEFFERULUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","kiefferulus","NA",NA,10,NA,NA,NA,NA,NA,NA,NA
"465","HYPORHYGMA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","hyporhygma","NA",NA,7,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"466","HARNISCHIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","harnischia","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"106"
"467","GOELDICHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","goeldichironomus","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"468","GLYPTOTENDIPES_DREISBACHI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","glyptotendipes","glyptotendipes_dreisbachi","SHREDDER",10,NA,NA,"TOLERANT",NA,NA,NA,"10"
"469","GLYPTOTENDIPES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","glyptotendipes","NA","SHREDDER",10,NA,NA,"TOLERANT",NA,NA,NA,"124"
"470","GLYPTOTENDIPES_SP._2","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","glyptotendipes","NA","SHREDDER",10,NA,NA,"TOLERANT",NA,NA,NA,"124"
"471","GILLOTIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","gillotia","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","ENDOCHIRONOMUS_SUBTENDENS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","endochironomus","endochironomus_subtendens","SHREDDER",10,NA,NA,"TOLERANT",NA,NA,NA,"49106"
"473","ENDOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","endochironomus","NA","SHREDDER",10,NA,NA,"TOLERANT",NA,NA,NA,"124"
"474","EINFELDIA_SP._A","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","einfeldia","NA","GATHERER",9,NA,NA,NA,NA,NA,NA,"36"
"475","EINFELDIA__A","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","einfeldia","einfeldia__a","COLLECTOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83124"
"476","DICROTENDIPES_NERVOSUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","dicrotendipes","dicrotendipes_nervosus","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"35"
"477","DICROTENDIPES_MODESTUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","dicrotendipes","dicrotendipes_modestus","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"35"
"478","DICROTENDIPES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","dicrotendipes","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"35"
"479","DEMICRYPTOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","demicryptochironomus","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"480","DEMICRYPTOCHIRONOMUS_SP._3","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","demicryptochironomus","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"124"
"481","CRYPTOTENDIPES_PSEUDOTENER","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptotendipes","cryptotendipes_pseudotener","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"118"
"482","CRYPTOTENDIPES_EMORSUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptotendipes","cryptotendipes_emorsus","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"118"
"483","CRYPTOTENDIPES_CASUARIUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptotendipes","cryptotendipes_casuarius","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"118"
"484","CRYPTOTENDIPES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptotendipes","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"124"
"485","CRYPTOCHIRONOMUS_PONDEROSUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptochironomus","cryptochironomus_ponderosus","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"32"
"486","CRYPTOCHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cryptochironomus","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"32"
"487","CHIRONOMUS_DECORUS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","chironomus","chironomus_decorus","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"81"
"488","CHIRONOMUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","chironomus","NA","GATHERER",10,9,6,"TOLERANT",NA,NA,NA,"81"
